codex_judge_run_id,codex_model,judge_item_id,agent_model,scenario_id,category,repeat_index,session_id,question,answer_source,answer_chars,agent_duration_ms,tool_input_events,rule_based_qa_score,called_functions,missing_expectations,correctness,completeness,readability,practicality,hallucination_risk,overall,codex_reason,batch_duration_ms,estimated_answer_tokens,codex_judge_error
20260524_020543_0ebbd2aa,gpt-5.5,J0001,glm-5.1,S01_data_coverage,data_query,1,32936b5c-22b4-4b76-9a03-342937152a16,目前 CNC 有哪些感測器資料？資料時間範圍到哪？,system_api,1411,22132,1,100.0,data_status,,4.8,5.0,5.0,4.5,1.5,4.8,"13 sensors, row counts, start/end ranges, and latest Current_A timestamp are essentially correct, though seconds are omitted. Unsupported additions include update_data recommendation, broad sensor-category interpretation, and 'today' wording not in ground truth.",35835,538,
20260524_020543_0ebbd2aa,gpt-5.5,J0002,glm-5.1,S01_data_coverage,data_query,2,2fcf37ae-59b9-4339-9768-b78d0b4ae87c,目前 CNC 有哪些感測器資料？資料時間範圍到哪？,system_api,1410,26978,1,100.0,data_status,,4.8,5.0,5.0,4.5,1.5,4.8,"Matches sensor count, names, rows, and time ranges with minute-level rounding. Adds unsupported tool path and update_data suggestion, but the core answer is correct.",35835,548,
20260524_020543_0ebbd2aa,gpt-5.5,J0003,glm-5.1,S01_data_coverage,data_query,3,04a55458-ec65-4fbe-aecc-52ef352e4fcd,目前 CNC 有哪些感測器資料？資料時間範圍到哪？,system_api,1553,18395,1,100.0,data_status,,4.8,5.0,5.0,4.5,2.0,4.7,"Core table matches ground truth, with seconds omitted. Unsupported claims include tool name, GMM-like status language, update_data(""all""), and Running_Peak mention, but key requested data are accurate.",35835,558,
20260524_020543_0ebbd2aa,gpt-5.5,J0004,glm-5.1,S02_period_state_distribution,state_query,1,0c7c0d18-0023-4432-bd7c-2afe180b875a,幫我查 2026-05-01 的機台狀態分布。,system_api,736,15682,1,100.0,apply_state_model,,4.8,5.0,5.0,4.5,2.5,4.7,"State counts/hours/percentages and averages match ground truth after rounding. Unsupported claims include GMM K, overall confidence, low-confidence count, UI chart generation, and Running_Peak absence.",35835,326,
20260524_020543_0ebbd2aa,gpt-5.5,J0005,glm-5.1,S02_period_state_distribution,state_query,2,b45ba987-9a8b-40e1-85bc-5f814ac00f6f,幫我查 2026-05-01 的機台狀態分布。,system_api,774,25942,1,100.0,apply_state_model,,4.8,5.0,5.0,4.5,2.5,4.7,"Accurately reports Off, Running_High, and Running_Low counts, hours, percentages, current, power, and confidence values. Adds unsupported K, aggregate confidence, low-confidence count, and chart-output claims.",35835,342,
20260524_020543_0ebbd2aa,gpt-5.5,J0006,glm-5.1,S02_period_state_distribution,state_query,3,af8d8aa8-3a37-48a7-8cd7-edb0933a7306,幫我查 2026-05-01 的機台狀態分布。,system_api,725,17551,1,100.0,apply_state_model,,4.8,5.0,5.0,4.5,2.5,4.7,"Ground-truth distribution is correctly represented with normal rounding. Unsupported additions include GMM K, low-confidence count, Running_Peak absence, and generated UI charts.",35835,324,
20260524_020543_0ebbd2aa,gpt-5.5,J0007,glm-5.1,S03_period_utilization,state_query,1,b4111b94-29bc-4da3-bf6e-be01c47307de,幫我看 2026-05-01 的機台稼動率。,system_api,667,39644,3,90.0,apply_state_model,total_hours,5.0,4.8,5.0,4.5,2.0,4.8,"Correctly reports running hours 15.58, off hours 8.42, utilization 64.92%, and implies the 24-hour total. Unsupported additions include GMM K, no Idle claim, chart output, and production-scheduling interpretation.",35835,346,
20260524_020543_0ebbd2aa,gpt-5.5,J0008,glm-5.1,S03_period_utilization,state_query,2,e4dfc42c-aee5-442e-b110-536ae3f221d9,幫我看 2026-05-01 的機台稼動率。,system_api,738,30272,4,75.0,,,2.0,3.5,4.5,3.0,4.0,2.3,"Key values are wrong: running time is 15.42 instead of 15.58, utilization is 64.25% instead of 64.92%, and the state distribution invents Idle plus incorrect Running_Low/Running_High/Off hours. Time-of-day observations are unsupported.",35835,324,
20260524_020543_0ebbd2aa,gpt-5.5,J0009,glm-5.1,S03_period_utilization,state_query,3,a69d7fc3-294c-44a3-b1c2-cb29b4c86426,幫我看 2026-05-01 的機台稼動率。,system_api,674,32650,4,100.0,apply_state_model,,2.0,3.5,4.5,3.0,4.0,2.3,Reports incorrect state hours and utilization: 15.42 hours and 64.2% instead of 15.58 hours and 64.92%. It also invents an Idle state and unsupported tool/calculation/UI claims.,35835,323,
20260524_020543_0ebbd2aa,gpt-5.5,J0010,glm-5.1,S04_last_week_runtime,state_query,1,ce881251-ceb7-48ca-a529-2f8379c0bd6e,幫我看上週機台運轉與停機時數。,system_api,923,19986,1,100.0,apply_state_model,,4.2,4.8,5.0,4.5,2.5,4.2,"Correct interval and total hours, but key values are slightly off: running 73.08 vs 73.0 and off 94.92 vs 94.83. Adds unsupported average current/power, K, confidence, no-Idle explanation, and UI chart claims.",35835,449,
